Area,BHK,Bathroom,Furnishing,Locality,Price,Transaction
1550.0,3,3.0,Semi-Furnished,Safdarjung Enclave,38000000,New_Property
700.0,2,2.0,Unfurnished,Safdarjung Enclave,15000000,Resale
150.0,2,1.0,Semi-Furnished,"Arjun Nagar, Safdarjung Enclave",2000000,Resale
540.0,1,1.0,Unfurnished,"Arjun Nagar, Safdarjung Enclave",3000000,Resale
810.0,2,2.0,Semi-Furnished,Krishna Nagar-Safdarjung Enclave,8500000,Resale
3250.0,4,4.0,Semi-Furnished,"Safdarjung Enclave carpet area 3250 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered bathroom 4 balcony 3 ownership Freehold Near Buy Green park Metro station. The location of the property is Awesome and Peaceful. The construction is very Highend and Very tasteful Done-up. The Same property is location on the FF. 4 Side corner read more Contact Agent Enquire Now Share Feedback Crisil Silver Agent Findahouse Real Estate Consultants LLP 2000+ Buyers Served",55000000,Resale
1600.0,3,3.0,Semi-Furnished,Safdarjung Enclave,22500000,Resale
4000.0,4,4.0,Semi-Furnished,Safdarjung Enclave,72500000,Resale
5500.0,6,7.0,Furnished,Safdarjung Enclave,160000000,Resale
900.0,3,3.0,Semi-Furnished,Krishna Nagar-Safdarjung Enclave,12500000,New_Property
972.0,2,2.0,Semi-Furnished,Safdarjung Enclave,17000000,Resale
4150.0,4,4.0,Unfurnished,Safdarjung Enclave,82500000,New_Property
2250.0,4,5.0,Semi-Furnished,Safdarjung Enclave,55000000,New_Property
1650.0,3,3.0,Semi-Furnished,Safdarjung Enclave,35000000,New_Property
2610.0,4,4.0,Semi-Furnished,Safdarjung Enclave carpet area 290 sqyrd status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing West overlooking Main Road car parking 2 Open bathroom 4 balcony 3 ownership Freehold Opposite Deer Park.The property comes with independent Terrace. The area is centrally located and close to ring road which allows easy acess to all other areas.Renowned Delhi Lawn Tennis Association is within 10 minutes walking distance.Green park market is walkable distance. read more Contact Owner View Phone No. Share Feedback Owner Hemant pajankar,42500000,Resale
600.0,2,2.0,Semi-Furnished,"Arjun Nagar, Safdarjung Enclave",4700000,Resale
1700.0,4,5.0,Unfurnished,Safdarjung Enclave,52500000,Resale
2250.0,4,4.0,Semi-Furnished,Safdarjung Enclave,80000000,New_Property
880.0,3,2.0,Unfurnished,"Arjun Nagar, Safdarjung Enclave",11000000,Resale
4200.0,4,5.0,Semi-Furnished,Safdarjung Enclave,74000000,New_Property
1450.0,3,3.0,Semi-Furnished,"Safdarjung Enclave carpet area 1450 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold Park facing builder floor apartment available for sale in safderjung enclave, 3 bedroom with attached bathroom, drawing dinning, modular kitchen. the property is on the top floor of a four storey building with terrace right, servant quarter, 1 car parking in stilt. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes Realty 1000+ Buyers Served",37500000,Resale
2200.0,4,4.0,Semi-Furnished,"Safdarjung Enclave super area 2200 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing South overlooking Main Road car parking 3 Covered, 2 Open bathroom 4 balcony 3 ownership Freehold Newly Constructed Property Wide Road 450 Yards 2nd floor brand new 4 bhk attached bathrooms with full lighted and ventilated house.Most Valuable DealSEE TO BELIEVE read more Contact Agent View Phone No. Share Feedback Crisil Bronze Agent Panchsheel Homes 500+ Buyers Served",52500000,New_Property
1620.0,3,3.0,Semi-Furnished,"Reserve Bank Enclave, Paschim Vihar",26000000,New_Property
1078.0,3,2.0,Unfurnished,Paschim Vihar,15500000,New_Property
1710.0,3,3.0,Unfurnished,"Pushkar Enclave, Paschim Vihar",22000000,Resale
1150.0,3,3.0,Semi-Furnished,Paschim Vihar Block B2,21000000,Resale
450.0,2,2.0,Semi-Furnished,"Paschimpuri, Paschim Vihar",5000000,Resale
1818.0,3,3.0,Unfurnished,Paschim Vihar,22000000,Resale
1800.0,3,2.0,Unfurnished,Paschim Vihar Block B4,26500000,Resale
780.0,2,2.0,Unfurnished,Paschim Vihar How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 780 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Unfurnished facing West bathroom 2 balcony 1 ownership Freehold Contact Now Enquire Now Auction By Bank,8770000,Resale
405.0,1,1.0,Semi-Furnished,"DDA Lig Flats, Paschim Vihar carpet area 45 sqyrd status Ready to Move floor 4 out of 4 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road society DDA Lig Flats bathroom 1 balcony 1 ownership Freehold East Facing Property Expected price for the Flat is kept at 45 Lac. This is a 1 bedroom apartment present in DDA Lig Flats, Paschim Vihar. It measures an area of 45 Sq-m. It is on 4 floor out of 4 floors in the tower and is also well ventilated. The Flat has 1 washroom and also has 1 spacious balcony. read more Contact Owner View Phone No. Share Feedback Owner Anil",4500000,Resale
900.0,2,3.0,Semi-Furnished,Paschim Vihar,8500000,Resale
807.2925,2,2.0,Unfurnished,"Archana Apartment, Paschim Vihar",8600000,Resale
2700.0,4,3.0,Semi-Furnished,"Guru Harikishan Nagar, Paschim Vihar",42500000,Resale
1100.0,3,2.0,Semi-Furnished,Paschim Vihar,13100000,Resale
585.0,2,2.0,Unfurnished,"Paschimpuri, Paschim Vihar",7000000,Resale
2152.78,3,3.0,Furnished,"Mianwali Nagar, Paschim Vihar",30000000,New_Property
960.0,2,2.0,Semi-Furnished,"Navbharat Apartment, Paschim Vihar Block B1",13000000,Resale
1800.0,4,3.0,Unfurnished,Paschim Vihar Block A2,23100000,Resale
1100.0,3,2.0,Semi-Furnished,Paschim Vihar,16000000,Resale
900.0,2,2.0,Unfurnished,Paschim Vihar,12500000,Resale
1620.0,3,3.0,Furnished,"LIC Colony, Paschim Vihar",24500000,New_Property
378.0,1,1.0,Unfurnished,"Paschimpuri, Paschim Vihar",3200000,Resale
800.0,3,2.0,Unfurnished,"DDA Lig Flats, Paschim Vihar",6300000,Resale
1350.0,3,3.0,Semi-Furnished,"Pushkar Enclave, Paschim Vihar",15000000,Resale
850.0,3,3.0,Unfurnished,"Paschim Vihar carpet area 850 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Unfurnished facing North overlooking Garden/Park bathroom 3 balcony 1 ownership Freehold If you want to live a contended, pollution-free and peaceful life with your family and children, here is the once in a lifetime opportunity awaiting your attention!! Presenting a 3BHK ready to move flat up for sale in Paschim Vihar, which is becoming a dream residential area for its ability to provide a slice of authentic New Delhi city life. Property SpecificationsWell-knitted and planned on the super area of 900 sq ft is this 2bhk flat where the owner enjoys the complete rights of the freehold ownership. In a low-rise building of four-floors, this impressive infrastructure is positioned on the second floor, hence the residents can experience the greatest possible cross ventilation and natural sunlight.Though the age of construction is between 15-20 years, this north-facing flat is perfectly maintained and features 3 spacious bedrooms, 2 bathrooms, 2 airy balconies, a dining room, a living room, and a kitchen. All the bedrooms are adorned with decorative wardrobes offered with enough space for storage of clothes and other valuables.The attached toilet is designed in Indian fashion which is mounted-up with a geyser where you can enjoy a hot water bath, while the bathroom available for common use fashioned in the western genre.Further, an eye-catching view of the lush green garden is visible from the two well-aligned balconies where you can enjoy a hot cup of tea, where one balcony is connected to the bedroom, while the other balcony opens to the lobby. Bedecked with a granite countertop, a piped gas connection, and a chimney, the contemporarily designed modular kitchen is also provided with a wash area and also sufficient space for fridge.The entire flat is polished up with the good quality tiles which are easy to install and can be quite pleasant and comfortable underfoot.FacilitiesKeeping in mind the convenience of the residents, some of the basic facilities such as an unrestricted supply of water, and power backup with invertor. Additionally, one open parking space for 1 vehicle read more Contact Owner Share Feedback Owner Yogeet",5700000,Resale
1580.0,3,2.0,Furnished,"Shubh Niketan, Paschim Vihar",21000000,Resale
820.0,2,3.0,Unfurnished,Paschim Vihar,7500000,Resale
594.0,2,1.0,Semi-Furnished,"Ashoka Apartment, Paschim Vihar Block A2",6500000,Resale
14220.0,3,3.0,Semi-Furnished,Paschim Vihar Block B4,27500000,New_Property
800.0,3,2.0,Unfurnished,"Guru Harikishan Nagar, Paschim Vihar",12000000,Resale
1500.0,3,2.0,Semi-Furnished,"Sunder Apartments, Sunder Vihar, Paschim Vihar",18000000,Resale
1600.0,3,3.0,Semi-Furnished,"Ashirwad Apartments, Dwarka",15600000,Resale
1650.0,3,3.0,Semi-Furnished,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",15500000,Resale
1600.0,3,3.0,Semi-Furnished,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",15200000,Resale
1900.0,3,3.0,Furnished,"Gold Croft Apartment, Aashirwaad Chowk, Dwarka",25000000,Resale
1400.0,3,2.0,Furnished,"Chanakya Apartments, Aashirwaad Chowk, Dwarka",15000000,Resale
1550.0,3,2.0,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka carpet area 1550 sqft status Ready to Move floor 7 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road society Bank Apartments car parking 1 Covered, 1 Open bathroom 2 balcony 3 ownership Freehold A spacious 3 Bedroom flat is available for sale in Dwarka , New Delhi.it is cornor building plenty of sunlight and airy. It is located on the 2 Floor. It has a covered area of 1500 Sq-ft. The flat has vitrified tiles & Mosiac flooring. The flat has 24 Hours Available water supply and No/Rare Powercut.. The property is fantastically located and is much sought-after. The property is available at a very competitive Price. read more Contact Agent View Phone No. Share Feedback Sikka Realtors Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users CRISIL Rating No of employees 12 Sikka Realtors Certified Agent Locality Superstar Aashirwaad Chowk, Dwarka 2500+ Buyers Served",15800000,Resale
2000.0,4,3.0,Furnished,"Mohinder Apartments, Aashirwaad Chowk, Dwarka",31500000,Resale
1500.0,3,3.0,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",14000000,Resale
1550.0,3,2.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",13200000,Resale
1600.0,3,2.0,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",15800000,Resale
1600.0,3,3.0,Unfurnished,"Saheta Apartment, Aashirwaad Chowk, Dwarka",16200000,Resale
1800.0,3,2.0,Semi-Furnished,"Pushpanjali Apartments, Aashirwaad Chowk, Dwarka",15500000,Resale
1470.0,3,2.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",14500000,Resale
1500.0,3,2.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",14900000,Resale
1750.0,3,3.0,Furnished,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",17200000,Resale
1650.0,3,3.0,Furnished,"Hum Sub Apartment, Aashirwaad Chowk, Dwarka",18000000,Resale
1850.0,3,2.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",15500000,Resale
1480.0,3,2.0,Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",15800000,Resale
1214.0,2,2.0,Furnished,"Defence Officers Apartment, Aashirwaad Chowk, Dwarka",12600000,Resale
1380.0,3,2.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",15000000,Resale
1600.0,4,2.0,Furnished,"Sanchar Vihar Apartment, Aashirwaad Chowk, Dwarka",19500000,Resale
1585.0,3,3.0,Semi-Furnished,"Sarve Satyam Apartment, Aashirwaad Chowk, Dwarka",16600000,Resale
1700.0,3,3.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",17200000,Resale
1200.0,2,2.0,Semi-Furnished,"Palm Green Apartment, Aashirwaad Chowk, Dwarka",13000000,Resale
1800.0,4,3.0,Semi-Furnished,"Neelachal, Aashirwaad Chowk, Dwarka",16500000,Resale
1000.0,2,2.0,Semi-Furnished,"Kailash Apartments, Aashirwaad Chowk, Dwarka",10700000,Resale
1500.0,3,2.0,Furnished,"New Jyoti Apartments, Aashirwaad Chowk, Dwarka",16200000,Resale
1700.0,3,2.0,Furnished,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",16500000,Resale
1750.0,3,2.0,Furnished,"PNB Employees Apartment, Aashirwaad Chowk, Dwarka",14900000,Resale
2700.0,4,3.0,Furnished,"Sadbhawna CGHS, Aashirwaad Chowk, Dwarka",27500000,Resale
3050.0,5,6.0,Semi-Furnished,Commonwealth Games Village 2010,62500000,Resale
3405.0,5,5.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",70000000,Resale
1500.0,3,3.0,Semi-Furnished,Commonwealth Games Village 2010,35500000,Resale
2105.0,3,3.0,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",42100000,Resale
2500.0,4,5.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Akshardham Temple",42500000,Resale
2090.0,3,4.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",44000000,Resale
2525.0,4,5.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",43200000,Resale
2500.0,4,4.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",52500000,Resale
2100.0,3,4.0,Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",34300000,Resale
2022.0,3,3.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Akshardham Temple",38000000,Resale
2650.0,4,5.0,Furnished,Commonwealth Games Village 2010,52500000,Resale
1850.0,3,3.0,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",37500000,Resale
2100.0,3,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",37000000,Resale
1700.0,3,4.0,Semi-Furnished,Commonwealth Games Village 2010,40000000,Resale
2105.0,3,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",36200000,Resale
1250.0,2,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",29000000,Resale
2552.0,4,5.0,Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",42500000,New_Property
3112.0,5,6.0,Semi-Furnished,Commonwealth Games Village 2010,60000000,Resale
2125.0,3,3.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",36500000,Resale
2065.0,3,4.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",42500000,Resale
3405.0,5,4.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",71500000,Resale
3050.0,5,5.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",65000000,New_Property
2300.0,5,6.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",58000000,Resale
1455.0,2,2.0,Semi-Furnished,Commonwealth Games Village 2010,27500000,Resale
3400.0,5,5.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",70000000,New_Property
3100.0,5,5.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",65000000,Resale
1400.0,2,3.0,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",28600000,Resale
2126.0,3,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",39000000,Resale
1815.0,3,3.0,Semi-Furnished,Commonwealth Games Village 2010,32500000,Resale
1700.0,3,3.0,Unfurnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",34000000,Resale
700.0,2,2.0,Unfurnished,Alaknanda,16500000,Resale
980.0,2,2.0,Semi-Furnished,"Shivalik Apartments, Alaknanda",13800000,Resale
1350.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",21000000,Resale
1800.0,3,3.0,Semi-Furnished,"Gangotri Enclave, Alaknanda",22500000,Resale
968.751,2,2.0,Semi-Furnished,"Aravali Apartments, Alaknanda",15000000,Resale
1250.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",20000000,New_Property
1800.0,3,3.0,Furnished,"Aravali Apartments, Alaknanda",20000000,New_Property
1400.0,3,2.0,Semi-Furnished,"Shivalik Apartments, Alaknanda",26000000,Resale
1000.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",19500000,Resale
1800.0,4,2.0,Semi-Furnished,"Tara Apartment, Alaknanda",21500000,Resale
1500.0,3,3.0,Unfurnished,Alaknanda,26500000,New_Property
1600.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",20000000,Resale
1400.0,3,3.0,Furnished,"Narmada Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road society Narmada Apartment car parking 1 Open bathroom 3 balcony 1 ownership Freehold Near Alaknanda Main Market & Greater Kailash Metro Station. A very good 3 bhk flat for sale in rwa Narmada Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",18000000,Resale
1400.0,3,2.0,Unfurnished,Alaknanda,19000000,Resale
2700.0,4,4.0,Unfurnished,Greater Kailash 4 Nri Colony,36500000,Resale
1100.0,2,2.0,Unfurnished,Alaknanda,15000000,Resale
1200.0,2,2.0,Semi-Furnished,Alaknanda,17500000,Resale
1400.0,2,2.0,Semi-Furnished,Alaknanda,14000000,Resale
1500.0,3,3.0,Semi-Furnished,"Project Gangotri Enclave, Alaknanda",21000000,Resale
1320.0,3,2.0,Unfurnished,Alaknanda,15600000,Resale
1300.0,3,3.0,Unfurnished,"Project Gangotri Enclave, Gangotri Enclave, Alaknanda",19000000,Resale
1150.0,2,2.0,Unfurnished,"Narmada Apartment, Alaknanda",16500000,Resale
1440.0,3,3.0,Unfurnished,Alaknanda,19000000,Resale
1400.0,2,2.0,Unfurnished,"Nilgiri Apartment, Alaknanda",16500000,Resale
450.0,1,1.0,Semi-Furnished,Alaknanda,3000000,Resale
1300.0,2,2.0,Semi-Furnished,"Yamuna Apartment, Alaknanda",15000000,Resale
1200.0,2,2.0,Unfurnished,"Nilgiri Apartment, Alaknanda",14300000,Resale
1300.0,3,2.0,Unfurnished,"Nilgiri Apartment, Alaknanda",18500000,Resale
1400.0,3,3.0,Furnished,"Tara Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park society Tara Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 4 ownership Freehold Near Alaknanda Main Market, Jamia Humderd University & Batra hospital. A very good 3 bhk flat for sale in rwa Tara Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. Other f read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",19000000,Resale
1400.0,3,3.0,Semi-Furnished,Alaknanda,19000000,Resale
1500.0,3,2.0,Semi-Furnished,"Sarita Vihar, Mathura Road carpet area 1500 sqft status Ready to Move floor 2 out of 4 floors transaction Resale ownership Freehold overlooking Main Road car parking 1 Open bathroom 2 balcony 2 furnishing Unfurnished For sale second third duplex .spacious 3 bedrooms with 2 washrooms drawing and dining and moduler kitchen one scooter garrage. read more Contact Agent View Phone No. Share Feedback Shree Balaji Real Estate Pvt. Ltd. Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 21 Property Options in Sarita Vihar, Mathura Road Shree Balaji Real Estate Pvt. Ltd. Certified Agent Locality Superstar Maximum options in Sarita Vihar, Mathura Road",13500000,Resale
1600.0,4,2.0,Semi-Furnished,"DDA Flats, Sarita Vihar, Mathura Road carpet area 1600 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Main Road society DDA Flats car parking 2 Open bathroom 2 balcony 2 ownership Freehold For sale First second third duplex in sarita vihar DDA Flates . this house free hold property clear titel . this flate well maintained and spacious peacefull location . no issue light water and parking read more Contact Agent View Phone No. Share Feedback Shree Balaji Real Estate Pvt. Ltd. Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 21 Property Options in Sarita Vihar, Mathura Road Shree Balaji Real Estate Pvt. Ltd. Certified Agent Locality Superstar Maximum options in Sarita Vihar, Mathura Road",15800000,Resale
1200.0,10,4.0,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17000000,Resale
1600.0,4,2.0,Semi-Furnished,"DDA Flats, Sarita Vihar, Mathura Road carpet area 1600 sqft status Ready to Move floor Ground out of 4 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Main Road society DDA Flats car parking 1 Open bathroom 2 balcony 2 ownership Freehold For slae Ground First Duplex in sarita vihar .posh locality in south delhi DDa coloney . This house spacious 4 bedrooms with 2 washrooms drawing and dinning . free hold proerty clear titel . near by all amnites . well develop location . read more Contact Agent View Phone No. Share Feedback Shree Balaji Real Estate Pvt. Ltd. Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 21 Property Options in Sarita Vihar, Mathura Road Shree Balaji Real Estate Pvt. Ltd. Certified Agent Locality Superstar Maximum options in Sarita Vihar, Mathura Road",15500000,Resale
1250.0,3,2.0,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",16000000,Resale
950.0,2,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",12900000,Resale
1200.0,3,3.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13500000,Resale
1400.0,4,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17800000,Resale
950.0,2,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13200000,Resale
1350.0,3,3.0,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",14000000,Resale
1550.0,4,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17500000,Resale
1300.0,3,2.0,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17000000,Resale
1000.0,2,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",13000000,Resale
1500.0,3,3.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",17000000,Resale
950.0,2,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",12700000,Resale
1200.0,3,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13500000,Resale
1400.0,4,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17400000,Resale
1500.0,4,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17800000,Resale
1050.0,2,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",12700000,Resale
1550.0,4,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",16200000,Resale
950.0,2,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",11100000,Resale
1150.0,2,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13600000,Resale
1150.0,2,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",13100000,Resale
1150.0,2,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",12500000,Resale
1500.0,3,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13600000,Resale
1800.0,4,4.0,Furnished,"Sidharth Enclave, Kilokri, Ring Road",12000000,New_Property
1300.0,3,3.0,Furnished,"Sidharth Enclave, Kilokri, Ring Road",20000000,New_Property
1150.0,2,2.0,Unfurnished,Sarita Vihar Pocket B,13500000,Resale
1500.0,3,2.0,Unfurnished,Sarita Vihar Pocket F,14000000,Resale
1150.0,2,2.0,Semi-Furnished,"DDA Flats, Sarita Vihar, Mathura Road carpet area 1150 sqft status Ready to Move floor 3 out of 3 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Main Road society DDA Flats car parking 2 Open bathroom 2 balcony 3 ownership Freehold 2 BHK flat available for sale in sarita vihar excellent interiors flooring in all bedrooms complete wood work modular kitchen beautiful bathrooms extremely well maintained ample parking space read more Contact Agent View Phone No. Share Feedback Lavish Associates Certified Agent Trusted by Users Genuine Listings Market Knowledge",10800000,Resale
900.0,3,2.0,Semi-Furnished,"New Manglapuri, Sultanpur",9000000,New_Property
1150.0,3,2.0,Semi-Furnished,"New Manglapuri, Sultanpur",6300000,Resale
1000.0,3,3.0,Semi-Furnished,Sultanpur Extension,5500000,New_Property
450.0,1,1.0,Semi-Furnished,"New Manglapuri, Sultanpur",2350000,Resale
1350.0,3,3.0,Semi-Furnished,Sultanpur,8500000,Resale
445.0,1,2.0,Semi-Furnished,Sultanpur Extension,1650000,Resale
1200.0,2,2.0,Semi-Furnished,"Manglapuri, Sultanpur",10000000,Resale
50.0,1,1.0,Unfurnished,"Indra Park Palam, Manglapuri",1500000,Resale
1100.0,2,2.0,Semi-Furnished,"Sultanpur carpet area 1100 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished overlooking Main Road car parking 1 Covered bathroom 2 balcony 2 ownership Freehold 2 bhk flat available in sultanpur, near metro station, loan facility available, with registry, all the modern facilities are variable, with car parking, near market, fully ventilated. read more Contact Agent View Phone No. Share Feedback Agent Delhi Dream 3500+ Buyers Served",2800000,Resale
700.0,2,2.0,Semi-Furnished,Sultanpur Extension,2600000,Resale
500.0,1,1.0,Furnished,"New Manglapuri, Sultanpur",2350000,Resale
540.0,1,1.0,Unfurnished,Sultanpur Extension,2350000,Resale
450.0,1,1.0,Unfurnished,Sultanpur,2000000,New_Property
800.0,2,2.0,Semi-Furnished,Sultanpur,5000000,Resale
700.0,2,2.0,Semi-Furnished,"New Manglapuri, Sultanpur",3500000,Resale
750.0,2,2.0,Semi-Furnished,Sultanpur,4500000,Resale
750.0,2,2.0,Unfurnished,Sultanpur,4000000,Resale
1600.0,3,3.0,Unfurnished,"New Manglapuri, Sultanpur",10800000,Resale
1000.0,3,2.0,Unfurnished,"New Manglapuri, Sultanpur",10000000,New_Property
1600.0,3,3.0,Unfurnished,"New Manglapuri, Sultanpur",10800000,Resale
900.0,3,2.0,Semi-Furnished,"Manglapuri, Sultanpur",9000000,Resale
1700.0,3,3.0,Semi-Furnished,"New Manglapuri, Sultanpur",8500000,New_Property
1100.0,3,2.0,Semi-Furnished,"New Manglapuri, Sultanpur",6000000,Resale
1000.0,3,3.0,Semi-Furnished,"New Manglapuri, Sultanpur",5500000,New_Property
1000.0,3,2.0,Semi-Furnished,"Manglapuri, Sultanpur",7000000,New_Property
1100.0,3,2.0,Furnished,Sultanpur,6000000,Resale
765.0,3,2.0,Unfurnished,"Manglapuri, Sultanpur",3700000,Resale
900.0,2,2.0,Semi-Furnished,"Indra Park Palam, Manglapuri",3100000,Resale
600.0,2,2.0,Unfurnished,Sultanpur,4500000,Resale
360.0,1,1.0,Semi-Furnished,"Indra Park Palam, Manglapuri",1500000,Resale
950.0,3,2.0,Semi-Furnished,Chhattarpur,7090000,New_Property
